avtor,ocena,stevilo_ocen,stevilo_strani,cas_branja,nagrajena,id,naslov,url
Maja B. Kranjc,4.3,4,245,8-9 ur,True,kjer-tece-kosuta,Kjer teče košuta,https://www.dobreknjige.si/knjige/kjer-tece-kosuta/
Stephen King,0.0,0,267,8-9 ur,False,revolveras,Revolveraš,https://www.dobreknjige.si/knjige/revolveras/
Avgust Demšar,4.5,2,279,9-10 ur,False,zadnja-vecerja-likovne-krimi-kratke-zgodbe,Zadnja večerja : likovne krimi kratke zgodbe,https://www.dobreknjige.si/knjige/zadnja-vecerja-likovne-krimi-kratke-zgodbe/
Claire Keegan,5.0,4,78,2-3 ur,False,v-zadnjem-trenutku-zgodbe-o-zenskah-in-moskih,V zadnjem trenutku : zgodbe o ženskah in moških,https://www.dobreknjige.si/knjige/v-zadnjem-trenutku-zgodbe-o-zenskah-in-moskih/
Vid Simoniti,0.0,0,477,15-16 ur,False,optimisti-roman,Optimisti: roman,https://www.dobreknjige.si/knjige/optimisti-roman/
Tea Tulić,0.0,0,117,3-4 ur,True,mrhovinarji-starega-sveta,Mrhovinarji starega sveta,https://www.dobreknjige.si/knjige/mrhovinarji-starega-sveta/
Amity Gaige,4.4,5,348,11-12 ur,False,srcevina-roman,Srčevina : roman,https://www.dobreknjige.si/knjige/srcevina-roman/
Dan Simmons,4.3,3,497,16-17 ur,True,hiperion-2,Hiperion,https://www.dobreknjige.si/knjige/hiperion-2/
Samo Rugelj,3.0,2,185,6-7 ur,False,parenzana-ekspres-trije-mozje-se-klatijo-po-stari-istrski-progi,Parenzana ekspres : trije možje se klatijo po stari istrski [...],https://www.dobreknjige.si/knjige/parenzana-ekspres-trije-mozje-se-klatijo-po-stari-istrski-progi/
Veronika Simoniti,5.0,2,203,6-7 ur,False,kako-umirajo-ladje,Kako umirajo ladje,https://www.dobreknjige.si/knjige/kako-umirajo-ladje/
Suad Amiry,0.0,0,119,3-4 ur,False,kapucino-v-ramali-vojni-dnevnik,Kapučino v Ramali : vojni dnevnik,https://www.dobreknjige.si/knjige/kapucino-v-ramali-vojni-dnevnik/
Nika Nikolič,3.5,2,180,6-6 ur,False,zataknjeni-v-vezju,Zataknjeni v vezju,https://www.dobreknjige.si/knjige/zataknjeni-v-vezju/
Tom Sharpe,0.0,0,283,9-10 ur,False,hrupna-druscina,Hrupna druščina,https://www.dobreknjige.si/knjige/hrupna-druscina/
Najib Mahfuz,0.0,0,294,9-10 ur,True,pravi-cudez,Pravi čudež,https://www.dobreknjige.si/knjige/pravi-cudez/
Lea Ypi,0.0,0,365,12-13 ur,False,pokoncna-zivljenje-na-prelomu-zgodovine,Pokončna : življenje na prelomu zgodovine,https://www.dobreknjige.si/knjige/pokoncna-zivljenje-na-prelomu-zgodovine/
Jim Thompson,5.0,4,240,8-8 ur,False,morilec-v-meni,Morilec v meni,https://www.dobreknjige.si/knjige/morilec-v-meni/
Pia Prezelj,4.7,6,147,4-5 ur,False,bili-smo-trije,Bili smo trije,https://www.dobreknjige.si/knjige/bili-smo-trije/
Irena Štaudohar,4.5,2,291,9-10 ur,False,globoko-v-gozdu-o-intimnem-in-divjem,Globoko v gozdu : o intimnem in divjem,https://www.dobreknjige.si/knjige/globoko-v-gozdu-o-intimnem-in-divjem/
Giuseppe D&#8217;Agata,4.8,4,,,False,znak-ukaza-misticni-triler,Znak ukaza : mistični triler,https://www.dobreknjige.si/knjige/znak-ukaza-misticni-triler/
Helena Pielichaty,0.0,0,175,5-6 ur,False,nikoli-in-nikdar,Nikoli in nikdar,https://www.dobreknjige.si/knjige/nikoli-in-nikdar/
Clare Azzopardi,5.0,2,257,8-9 ur,False,inspektor-castillo-2,Inšpektor Castillo,https://www.dobreknjige.si/knjige/inspektor-castillo-2/
Fredrik Backman,4.8,8,454,15-16 ur,False,moji-prijatelji,Moji prijatelji,https://www.dobreknjige.si/knjige/moji-prijatelji/
Mirana Likar,4.5,2,161,5-6 ur,False,zenska-hisa,Ženska hiša,https://www.dobreknjige.si/knjige/zenska-hisa/
Helena Šuklje,5.0,3,208,6-7 ur,False,blizina-na-recept,Bližina na recept,https://www.dobreknjige.si/knjige/blizina-na-recept/
Nina Majer,5.0,2,411,13-14 ur,False,sampon-v-trezorju-roman,Šampon v trezorju : roman,https://www.dobreknjige.si/knjige/sampon-v-trezorju-roman/
Nikola Huppertz,0.0,0,205,6-7 ur,False,lepa-kot-osmica,Lepa kot osmica,https://www.dobreknjige.si/knjige/lepa-kot-osmica/
Mikel Santiago,4.5,4,460,15-16 ur,False,zadnja-noc-v-tremore-beachu,Zadnja noč v Tremore Beachu,https://www.dobreknjige.si/knjige/zadnja-noc-v-tremore-beachu/
Brina Švigelj-Mérat,3.5,2,132,4-5 ur,False,adios-buenos-aires,Adiós Buenos Aires,https://www.dobreknjige.si/knjige/adios-buenos-aires/
Dina Delić,0.0,0,174,5-6 ur,False,levje-srce-pot-matere-skozi-bolecino-pogum-in-preobrazbo,"Levje srce : pot matere skozi bolečino, pogum in preobrazbo",https://www.dobreknjige.si/knjige/levje-srce-pot-matere-skozi-bolecino-pogum-in-preobrazbo/
Solvej Balle,4.0,2,204,6-7 ur,True,o-prostornini-casa-3,O prostornini časa 3,https://www.dobreknjige.si/knjige/o-prostornini-casa-3/
Alida Bremer,0.0,0,295,9-10 ur,False,sanje-in-kulise,Sanje in kulise,https://www.dobreknjige.si/knjige/sanje-in-kulise/
Goran Marković,0.0,0,129,4-5 ur,False,doktor-d-2,Doktor D.,https://www.dobreknjige.si/knjige/doktor-d-2/
Ag Apolloni,0.0,0,118,3-4 ur,False,iskra-upanja-iskra-vzigalice-dokumentarni-roman,"Iskra upanja, iskra vžigalice : dokumentarni roman",https://www.dobreknjige.si/knjige/iskra-upanja-iskra-vzigalice-dokumentarni-roman/
Karin Erlandsson,0.0,0,167,5-6 ur,False,modra-preja-nordijska-hvalnica-pletenju,Modra preja : nordijska hvalnica pletenju,https://www.dobreknjige.si/knjige/modra-preja-nordijska-hvalnica-pletenju/
Matej Kocjančič,3.6,7,246,8-9 ur,False,najin-odpeti-slucaj-2,Najin odpeti slučaj,https://www.dobreknjige.si/knjige/najin-odpeti-slucaj-2/
J. K. Rowling,4.8,6,934,31-32 ur,False,skriti-grob,Skriti grob,https://www.dobreknjige.si/knjige/skriti-grob/
Didier Eribon,0.0,0,241,8-9 ur,False,zivljenje-starost-in-smrt-navadne-delavke,"Življenje, starost in smrt navadne delavke",https://www.dobreknjige.si/knjige/zivljenje-starost-in-smrt-navadne-delavke/
Samantha Harvey,4.4,5,142,4-5 ur,True,v-orbiti,V orbiti,https://www.dobreknjige.si/knjige/v-orbiti/
Agri Ismaïl,5.0,1,412,13-14 ur,False,hiper,Hiper,https://www.dobreknjige.si/knjige/hiper/
Jacqueline Harpman,4.9,8,229,7-8 ur,False,jaz-ki-nisem-nikoli-poznala-moskih,"Jaz, ki nisem nikoli poznala moških",https://www.dobreknjige.si/knjige/jaz-ki-nisem-nikoli-poznala-moskih/
Delphine de Vigan,3.4,8,269,8-9 ur,False,otroci-so-zakon,Otroci so zakon,https://www.dobreknjige.si/knjige/otroci-so-zakon/
James Hollis,5.0,1,200,6-7 ur,False,kriza-srednjih-let-od-stiske-do-smisla,Kriza srednjih let : od stiske do smisla,https://www.dobreknjige.si/knjige/kriza-srednjih-let-od-stiske-do-smisla/
Elif Shafak,4.8,23,446,14-15 ur,False,po-nebu-tecejo-reke,Po nebu tečejo reke,https://www.dobreknjige.si/knjige/po-nebu-tecejo-reke/
Valentijn Hoogenkamp,0.0,0,,,False,antiboy-2,Antiboy,https://www.dobreknjige.si/knjige/antiboy-2/
Solvej Balle,4.5,2,202,6-7 ur,True,o-prostornini-casa-2,O prostornini časa 2,https://www.dobreknjige.si/knjige/o-prostornini-casa-2/
Mario Vargas Llosa,5.0,1,401,13-14 ur,False,zabava-pri-kozlu-3,Zabava pri Kozlu,https://www.dobreknjige.si/knjige/zabava-pri-kozlu-3/
Jenny Erpenbeck,4.3,3,368,12-13 ur,True,kairos,Kairos,https://www.dobreknjige.si/knjige/kairos/
Mateja Gomboc,5.0,5,244,8-9 ur,False,prevec-zvezd,Preveč zvezd,https://www.dobreknjige.si/knjige/prevec-zvezd/
Olivier Bourdeaut,5.0,3,135,4-5 ur,True,cakajoc-na-bojanglesa,Čakajoč na Bojanglesa,https://www.dobreknjige.si/knjige/cakajoc-na-bojanglesa/
Mateja Perpar,5.0,2,178,5-6 ur,False,psiha-mi-niha-zgodbe-iz-psihoterapevtske-ordinacije-slovitega-doktorja-olafa-dunkelkopfa,Psiha mi niha : [zgodbe iz psihoterapevtske ordinacije slovi [...],https://www.dobreknjige.si/knjige/psiha-mi-niha-zgodbe-iz-psihoterapevtske-ordinacije-slovitega-doktorja-olafa-dunkelkopfa/
Jón Kalman Stefánsson,4.0,5,255,8-9 ur,True,poletna-svetloba-in-nato-noc,"Poletna svetloba, in nato noč",https://www.dobreknjige.si/knjige/poletna-svetloba-in-nato-noc/
Simona Hamer,3.9,14,260,8-9 ur,False,cimra,Cimra,https://www.dobreknjige.si/knjige/cimra/
Manca Košir,4.0,1,508,16-17 ur,False,manj-je-mene-bolj-sem-jaz,"Manj je mene, bolj sem Jaz",https://www.dobreknjige.si/knjige/manj-je-mene-bolj-sem-jaz/
Arttu Tuominen,4.3,3,324,10-11 ur,False,na-cistem,Na čistem,https://www.dobreknjige.si/knjige/na-cistem/
Janko Valjavec,0.0,0,334,11-12 ur,False,v-imenu-sina,V imenu sina,https://www.dobreknjige.si/knjige/v-imenu-sina/
Lucija Lenarčič Bošnjak,5.0,3,410,13-14 ur,False,nikdar-enaka,Nikdar enaka,https://www.dobreknjige.si/knjige/nikdar-enaka/
Ragnar Jonasson,4.5,2,266,8-9 ur,False,smrt-v-sanatoriju,Smrt v sanatoriju,https://www.dobreknjige.si/knjige/smrt-v-sanatoriju/
Thomas Hardy,5.0,1,248,8-9 ur,False,v-senci-bukev-in-hoj,V senci bukev in hoj,https://www.dobreknjige.si/knjige/v-senci-bukev-in-hoj/
Sigrid Nunez,0.0,0,236,7-8 ur,False,ranljivi,Ranljivi,https://www.dobreknjige.si/knjige/ranljivi/
Michel Houellebecq,5.0,1,560,18-19 ur,False,uniciti-2,Uničiti,https://www.dobreknjige.si/knjige/uniciti-2/
Pavao Pavličić,0.0,0,229,7-8 ur,False,lepopis,Lepopis,https://www.dobreknjige.si/knjige/lepopis/
Sayaka Murata,4.0,2,240,8-8 ur,False,zemljani,Zemljani,https://www.dobreknjige.si/knjige/zemljani/
Henning Mankell,4.7,3,262,8-9 ur,False,psi-iz-rige-inspektor-wallander-v-primezu-tranzicije,Psi iz Rige : inšpektor Wallander v primežu tranzicije,https://www.dobreknjige.si/knjige/psi-iz-rige-inspektor-wallander-v-primezu-tranzicije/
Alessandra Mattanza,0.0,0,239,7-8 ur,False,banksy-neuradno-2,Banksy neuradno,https://www.dobreknjige.si/knjige/banksy-neuradno-2/
Alenka Vesenjak,4.3,4,169,5-6 ur,False,kamp,Kamp,https://www.dobreknjige.si/knjige/kamp/
Asta Olivia Nordenhof,5.0,1,154,5-6 ur,True,scandinavian-star-del-1-polni-zepi,"Scandinavian Star. Del 1, Polni žepi",https://www.dobreknjige.si/knjige/scandinavian-star-del-1-polni-zepi/
Yoko Ogawa,4.0,4,277,9-10 ur,True,tiha-kristalizacija,Tiha kristalizacija,https://www.dobreknjige.si/knjige/tiha-kristalizacija/
Percival Everett,4.1,8,365,12-13 ur,True,drevesa-2,Drevesa,https://www.dobreknjige.si/knjige/drevesa-2/
Solvej Balle,4.5,6,184,6-7 ur,True,o-prostornini-casa-i,O prostornini časa I,https://www.dobreknjige.si/knjige/o-prostornini-casa-i/
Vincenzo Latronico,4.0,1,111,3-4 ur,False,popolnosti,Popolnosti,https://www.dobreknjige.si/knjige/popolnosti/
Karmen Petric,4.1,14,277,9-10 ur,False,smrt-v-rezidenci,Smrt v rezidenci,https://www.dobreknjige.si/knjige/smrt-v-rezidenci/
Filipa Melo,0.0,0,139,4-5 ur,False,to-je-moje-telo,To je moje telo,https://www.dobreknjige.si/knjige/to-je-moje-telo/
Maša Jelušič,4.4,18,365,12-13 ur,False,profesor-je-koncno-mrtev,Profesor je končno mrtev,https://www.dobreknjige.si/knjige/profesor-je-koncno-mrtev/
Colleen Hoover,3.0,1,394,13-14 ur,False,nikoli-nikoli,"Nikoli, nikoli",https://www.dobreknjige.si/knjige/nikoli-nikoli/
Ulf Kvensler,4.0,1,445,14-15 ur,False,gasilec,Gasilec,https://www.dobreknjige.si/knjige/gasilec/
Lara Paukovič,3.8,16,207,6-7 ur,False,miza-za-stiri,Miza za štiri,https://www.dobreknjige.si/knjige/miza-za-stiri/
Ursula K. Le Guin,4.3,4,205,6-7 ur,True,nebeski-mlin,Nebeški mlin,https://www.dobreknjige.si/knjige/nebeski-mlin/
Andrej Blatnik,0.0,0,247,8-9 ur,True,besedi-na-sledi-lovljenje-knjig-v-juzni-aziji,Besedi na sledi : lovljenje knjig v Južni Aziji,https://www.dobreknjige.si/knjige/besedi-na-sledi-lovljenje-knjig-v-juzni-aziji/
Miloš Kosec,4.0,1,129,4-5 ur,False,enfilade-zivljenje-stanovanja-2,Enfilade : življenje stanovanja,https://www.dobreknjige.si/knjige/enfilade-zivljenje-stanovanja-2/
Colombe Schneck,4.1,7,138,4-5 ur,False,diptih,Diptih,https://www.dobreknjige.si/knjige/diptih/
Stanisław Lem,0.0,0,182,6-7 ur,False,futuroloski-kongres-iz-spominov-ijona-tihega,Futurološki kongres : iz spominov Ijona Tihega,https://www.dobreknjige.si/knjige/futuroloski-kongres-iz-spominov-ijona-tihega/
Guadalupe Nettel,3.5,2,,,False,gostiteljica,Gostiteljica,https://www.dobreknjige.si/knjige/gostiteljica/
Dolly Alderton,5.0,3,396,13-14 ur,False,v-ljubezni-je-pac-tako,V ljubezni je pač tako,https://www.dobreknjige.si/knjige/v-ljubezni-je-pac-tako/
Paolo Giordano,4.5,11,287,9-10 ur,False,tasmanija,Tasmanija,https://www.dobreknjige.si/knjige/tasmanija/
Aleš Šteger,5.0,3,213,7-8 ur,False,ogenj-roman-po-motivih-iz-zivljenja-stefke-cobelj,Ogenj : roman po motivih iz življenja Štefke Cobelj,https://www.dobreknjige.si/knjige/ogenj-roman-po-motivih-iz-zivljenja-stefke-cobelj/
Mark Russell,3.5,2,105,3-4 ur,True,ne-vsi-roboti,Ne vsi roboti,https://www.dobreknjige.si/knjige/ne-vsi-roboti/
Samanta Hadžić Žavski,3.5,4,208,6-7 ur,False,se-en-vdih,Še en vdih,https://www.dobreknjige.si/knjige/se-en-vdih/
Yanis Varoufakis,0.0,0,262,8-9 ur,False,tehnofevdalizem-kaj-je-pokoncalo-kapitalizem,Tehnofevdalizem : kaj je pokončalo kapitalizem,https://www.dobreknjige.si/knjige/tehnofevdalizem-kaj-je-pokoncalo-kapitalizem/
Irma Marinčič Ožbalt,0.0,0,220,7-8 ur,False,zuzemberk-iz-tolmunov-ljubezni-in-bolecine,Žužemberk : iz tolmunov ljubezni in bolečine,https://www.dobreknjige.si/knjige/zuzemberk-iz-tolmunov-ljubezni-in-bolecine/
Ottessa Moshfegh,4.5,2,249,8-9 ur,False,domotozje-po-drugem-svetu,Domotožje po drugem svetu,https://www.dobreknjige.si/knjige/domotozje-po-drugem-svetu/
Henning Mankell,5.0,1,251,8-9 ur,False,morilec-brez-obraza,Morilec brez obraza,https://www.dobreknjige.si/knjige/morilec-brez-obraza/
Francesco Romagnoli,5.0,1,235,7-8 ur,False,babaje-klic-nevidnih-otrok-3,Babajé : klic nevidnih otrok,https://www.dobreknjige.si/knjige/babaje-klic-nevidnih-otrok-3/
Zanzim,5.0,3,161,5-6 ur,False,moska-koza,Moška koža,https://www.dobreknjige.si/knjige/moska-koza/
Annie Ernaux,4.8,5,155,5-6 ur,False,tri-besedila,Tri besedila,https://www.dobreknjige.si/knjige/tri-besedila/
Isaac Bashevis Singer,0.0,0,550,18-19 ur,False,rodovina-muskat,Rodovina Muškat,https://www.dobreknjige.si/knjige/rodovina-muskat/
Babas,4.0,4,145,4-5 ur,False,kako-udomacis-cloveka-prirocnik-za-macke,Kako udomačiš človeka: priročnik za mačke,https://www.dobreknjige.si/knjige/kako-udomacis-cloveka-prirocnik-za-macke/
Sara Volčič,4.1,12,311,10-11 ur,False,leglo-zla-iz-oci-v-oci-z-najhujsimi-zlocinci-na-slovenskem,Leglo zla : iz oči v oči z najhujšimi zločinci na Slovenskem,https://www.dobreknjige.si/knjige/leglo-zla-iz-oci-v-oci-z-najhujsimi-zlocinci-na-slovenskem/
Manca G. Renko,4.4,16,138,4-5 ur,False,zivalsko-mesto-eseji-o-popularni-kulturi-zgodovini-in-custvih,"Živalsko mesto : eseji o popularni kulturi, zgodovini in čus [...]",https://www.dobreknjige.si/knjige/zivalsko-mesto-eseji-o-popularni-kulturi-zgodovini-in-custvih/
Frank Herbert,5.0,1,426,14-15 ur,False,heretiki-pescenega-planeta,Heretiki peščenega planeta,https://www.dobreknjige.si/knjige/heretiki-pescenega-planeta/
Helen Oyeyemi,5.0,1,256,8-9 ur,True,bela-je-za-copranje,Bela je za copranje,https://www.dobreknjige.si/knjige/bela-je-za-copranje/
Anne Mette Hancock,4.3,7,331,11-12 ur,False,pitbul,Pitbul,https://www.dobreknjige.si/knjige/pitbul/
Malin Stehn,4.4,5,394,13-14 ur,False,srecno-novo-leto,Srečno novo leto,https://www.dobreknjige.si/knjige/srecno-novo-leto/
Matthew Perry,4.0,2,200,6-7 ur,False,prijatelji-ljubezen-in-velika-grozna-stvar-avtobiografija-2,"Prijatelji, ljubezen in velika grozna stvar : avtobiografija",https://www.dobreknjige.si/knjige/prijatelji-ljubezen-in-velika-grozna-stvar-avtobiografija-2/
Hiro Arikawa,4.8,18,230,7-8 ur,False,macek-gre-na-pot,Maček gre na pot,https://www.dobreknjige.si/knjige/macek-gre-na-pot/
Selma Skenderović,3.6,8,224,7-8 ur,False,in-ce-vsi-pozabijo,In če vsi pozabijo,https://www.dobreknjige.si/knjige/in-ce-vsi-pozabijo/
David Foenkinos,5.0,2,215,7-8 ur,False,charlotte,Charlotte,https://www.dobreknjige.si/knjige/charlotte/
César Aira,5.0,1,115,3-4 ur,False,kako-sem-postal-nuna-roman-2,Kako sem postal nuna : (roman),https://www.dobreknjige.si/knjige/kako-sem-postal-nuna-roman-2/
David Lagercrantz,4.0,2,386,12-13 ur,False,obscuritas,Obscuritas,https://www.dobreknjige.si/knjige/obscuritas/
David Lagercrantz,4.5,2,330,11-11 ur,False,memoria,Memoria,https://www.dobreknjige.si/knjige/memoria/
Sofi Oksanen,4.7,7,461,15-16 ur,False,pasji-park,Pasji park,https://www.dobreknjige.si/knjige/pasji-park/
J. Bernlef,4.7,3,140,4-5 ur,False,tvarina-uma,Tvarina uma,https://www.dobreknjige.si/knjige/tvarina-uma/
Peter Handke,4.5,2,57,1-2 ur,False,moj-dan-v-drugi-dezeli-zgodba-o-demonih,Moj dan v drugi deželi : zgodba o demonih,https://www.dobreknjige.si/knjige/moj-dan-v-drugi-dezeli-zgodba-o-demonih/
Harriet Constable,4.5,2,359,11-12 ur,False,violinistka-2,Violinistka,https://www.dobreknjige.si/knjige/violinistka-2/
Irena Cerar,3.9,21,313,10-11 ur,False,svetisca-narave-sedem-tednov-vsezivosti,Svetišča narave : sedem tednov vseživosti,https://www.dobreknjige.si/knjige/svetisca-narave-sedem-tednov-vsezivosti/
Miha Mazzini,5.0,1,192,6-7 ur,False,menjava-glasbe,Menjava glasbe,https://www.dobreknjige.si/knjige/menjava-glasbe/
Sally Rooney,4.4,15,461,15-16 ur,False,intermezzo,Intermezzo,https://www.dobreknjige.si/knjige/intermezzo/
Andrej Belyj,0.0,0,301,10-11 ur,False,srebrni-golob-povest-v-sedmih-poglavjih-2,Srebrni golob : povest v sedmih poglavjih,https://www.dobreknjige.si/knjige/srebrni-golob-povest-v-sedmih-poglavjih-2/
César Aira,5.0,2,99,3-4 ur,False,lipa,Lipa,https://www.dobreknjige.si/knjige/lipa/
Douglas Stuart,4.6,11,412,13-14 ur,False,mladi-mungo,Mladi Mungo,https://www.dobreknjige.si/knjige/mladi-mungo/
Pirkko Saisio,0.0,0,283,9-10 ur,True,rdeca-knjiga-locitve,Rdeča knjiga ločitve,https://www.dobreknjige.si/knjige/rdeca-knjiga-locitve/
Michael Scharang,0.0,0,211,7-8 ur,False,komedija-staranja-roman,Komedija staranja : roman,https://www.dobreknjige.si/knjige/komedija-staranja-roman/
Tana French,4.5,2,537,17-18 ur,False,podobnost,Podobnost,https://www.dobreknjige.si/knjige/podobnost/
Matej Kocjančič,4.7,7,199,6-7 ur,False,veselicka-2,Veselička,https://www.dobreknjige.si/knjige/veselicka-2/
Denis Škofič,5.0,2,93,3-4 ur,True,tuskulum,Tuskulum,https://www.dobreknjige.si/knjige/tuskulum/
Caroline Wahl,4.6,5,232,7-8 ur,False,22-dolzin,22 dolžin,https://www.dobreknjige.si/knjige/22-dolzin/
Elizabeth Strout,4.2,5,157,5-6 ur,False,ime-mi-je-lucy-barton,Ime mi je Lucy Barton,https://www.dobreknjige.si/knjige/ime-mi-je-lucy-barton/
Christine Arnothy,4.0,1,127,4-5 ur,False,imam-petnajst-let-in-nocem-umreti,Imam petnajst let in nočem umreti,https://www.dobreknjige.si/knjige/imam-petnajst-let-in-nocem-umreti/
José Saramago,3.0,1,264,8-9 ur,False,zapis-o-samostanu-2,Zapis o samostanu,https://www.dobreknjige.si/knjige/zapis-o-samostanu-2/
Camila Sosa Villada,4.3,11,196,6-7 ur,False,pokvarjenke,Pokvarjenke,https://www.dobreknjige.si/knjige/pokvarjenke/
Dan Podjed,4.3,4,207,6-7 ur,False,krizolacija-fantasticna-povest-o-izoliranih-ljudeh-2,Krizolacija : fantastična povest o izoliranih ljudeh,https://www.dobreknjige.si/knjige/krizolacija-fantasticna-povest-o-izoliranih-ljudeh-2/
Italo Svevo,0.0,0,441,14-15 ur,False,zenova-zavest,Zenova zavest,https://www.dobreknjige.si/knjige/zenova-zavest/
Cvetka Sokolov,0.0,0,127,4-5 ur,False,pa-ne-ze-spet,Pa ne že spet!,https://www.dobreknjige.si/knjige/pa-ne-ze-spet/
Vinko Möderndorfer,4.7,3,96,3-4 ur,False,jaz-sem-gaj-o-tem-kdo-sem-kaksen-sem-in-podobno-2,"Jaz sem Gaj : o tem, kdo sem, kakšen sem. In podobno",https://www.dobreknjige.si/knjige/jaz-sem-gaj-o-tem-kdo-sem-kaksen-sem-in-podobno-2/
Olga Tokarczuk,4.2,5,356,11-12 ur,False,empuzij-naravnozdravilska-srhljivka,Empuzij : naravnozdravilska srhljivka,https://www.dobreknjige.si/knjige/empuzij-naravnozdravilska-srhljivka/
Stephen King,4.8,4,565,18-19 ur,False,sijanje,Sijanje,https://www.dobreknjige.si/knjige/sijanje/
Tina Perić,4.8,22,170,5-6 ur,True,crtice,Ćrtice,https://www.dobreknjige.si/knjige/crtice/
Constance Debré,3.0,3,159,5-6 ur,False,play-boy,Play boy,https://www.dobreknjige.si/knjige/play-boy/
Jerzy Franczak,4.0,1,173,5-6 ur,False,nn,NN,https://www.dobreknjige.si/knjige/nn/
Nicolas Mathieu,0.0,0,487,16-17 ur,True,njihovi-otroci-za-njimi,Njihovi otroci za njimi,https://www.dobreknjige.si/knjige/njihovi-otroci-za-njimi/
Kapka Kassabova,4.8,5,472,15-16 ur,False,meja-potovanje-na-rob-evrope,Meja : potovanje na rob Evrope,https://www.dobreknjige.si/knjige/meja-potovanje-na-rob-evrope/
Gore Vidal,0.0,0,,,False,myra-breckinridge,Myra Breckinridge,https://www.dobreknjige.si/knjige/myra-breckinridge/
Nataša Kramberger,4.7,6,133,4-5 ur,True,po-vsej-sili-ziv,Po vsej sili živ,https://www.dobreknjige.si/knjige/po-vsej-sili-ziv/
Toshikazu Kawaguchi,4.0,11,224,7-8 ur,False,preden-se-kava-ohladi-zgodbe-iz-kavarne,Preden se kava ohladi : zgodbe iz kavarne,https://www.dobreknjige.si/knjige/preden-se-kava-ohladi-zgodbe-iz-kavarne/
Ula Bratkovič,0.0,0,144,4-5 ur,True,lepo-spi-lepotec-2,"Lepo spi, lepotec",https://www.dobreknjige.si/knjige/lepo-spi-lepotec-2/
Jennifer Clement,0.0,0,147,4-5 ur,False,vdova-basquiat,Vdova Basquiat,https://www.dobreknjige.si/knjige/vdova-basquiat/
Isabelle Pralong,4.5,2,149,4-5 ur,True,polly,Polly,https://www.dobreknjige.si/knjige/polly/
Constance Debré,3.5,4,122,4-5 ur,False,love-me-tender,Love me tender,https://www.dobreknjige.si/knjige/love-me-tender/
Richard Osman,4.2,6,412,13-14 ur,False,zlu-za-petami,Zlu za petami,https://www.dobreknjige.si/knjige/zlu-za-petami/
François Emmanuel,0.0,0,182,6-7 ur,True,partija-indijskega-saha,Partija indijskega šaha,https://www.dobreknjige.si/knjige/partija-indijskega-saha/
Margriet de Moor,0.0,0,120,4-4 ur,False,virtuoz,Virtuoz,https://www.dobreknjige.si/knjige/virtuoz/
Ane Riel,4.5,8,257,8-9 ur,True,smola,Smola,https://www.dobreknjige.si/knjige/smola/
Louise Kennedy,4.4,5,327,10-11 ur,True,prestopki,Prestopki,https://www.dobreknjige.si/knjige/prestopki/
Zoran Ferić,5.0,1,591,19-20 ur,False,potujoce-gledalisce-2,Potujoče gledališče,https://www.dobreknjige.si/knjige/potujoce-gledalisce-2/
Emelie Schepp,5.0,1,367,12-13 ur,False,zaznamovani-za-vse-zivljenje-kriminalni-roman,Zaznamovani za vse življenje : kriminalni roman,https://www.dobreknjige.si/knjige/zaznamovani-za-vse-zivljenje-kriminalni-roman/
Olga Tokarczuk,4.8,4,216,7-8 ur,True,popotovanje-ljudi-knjige,Popotovanje ljudi Knjige,https://www.dobreknjige.si/knjige/popotovanje-ljudi-knjige/
Paul Torday,3.5,2,,,False,muharjenje-v-jemnu,Muharjenje v Jemnu,https://www.dobreknjige.si/knjige/muharjenje-v-jemnu/
Wim Hof,4.0,1,239,7-8 ur,False,metoda-wima-hofa-odklenite-svoj-polni-cloveski-potencial-2,Metoda Wima Hofa : odklenite svoj polni človeški potencial,https://www.dobreknjige.si/knjige/metoda-wima-hofa-odklenite-svoj-polni-cloveski-potencial-2/
Sten Nadolny,3.5,2,296,9-10 ur,False,odkritje-pocasnosti-2,Odkritje počasnosti,https://www.dobreknjige.si/knjige/odkritje-pocasnosti-2/
Emi Yagi,4.1,13,131,4-5 ur,False,briljantna-domislica-gospodicne-sibata-2,Briljantna domislica gospodične Šibata,https://www.dobreknjige.si/knjige/briljantna-domislica-gospodicne-sibata-2/
Štěpánka Jislová,4.8,4,115,3-4 ur,False,brez-las,Brez las,https://www.dobreknjige.si/knjige/brez-las/
Tomas Espedal,4.5,4,207,6-7 ur,False,pes-ali-umetnost-divjega-in-poeticnega-zivljenja,Peš (ali Umetnost divjega in poetičnega življenja),https://www.dobreknjige.si/knjige/pes-ali-umetnost-divjega-in-poeticnega-zivljenja/
Boris Akunin,0.0,0,224,7-8 ur,False,leviatan,Leviatan,https://www.dobreknjige.si/knjige/leviatan/
Andreï Makine,2.0,1,148,4-5 ur,False,stari-koledar-njune-ljubezni-2,Stari koledar njune ljubezni,https://www.dobreknjige.si/knjige/stari-koledar-njune-ljubezni-2/
Judith Hermann,4.0,1,112,3-4 ur,False,poletna-hisa-pozneje-zgodbe,"Poletna hiša, pozneje : zgodbe",https://www.dobreknjige.si/knjige/poletna-hisa-pozneje-zgodbe/
